date,X,Y,Z,OT
10268,-1.03E+01,5.69E+00,4.19E+01,4.19E+01
10269,-7.11E+00,8.45E+00,3.85E+01,3.85E+01
10270,-4.00E+00,9.77E+00,3.53E+01,3.53E+01
10271,-1.25E+00,1.02E+01,3.26E+01,3.26E+01
10272,1.04E+00,1.01E+01,3.06E+01,3.06E+01
10273,2.84E+00,9.82E+00,2.92E+01,2.92E+01
10274,4.24E+00,9.55E+00,2.82E+01,2.82E+01
10275,5.30E+00,9.35E+00,2.75E+01,2.75E+01
10276,6.11E+00,9.21E+00,2.70E+01,2.70E+01
10277,6.73E+00,9.15E+00,2.67E+01,2.67E+01
10278,7.21E+00,9.14E+00,2.65E+01,2.65E+01
10279,7.60E+00,9.18E+00,2.64E+01,2.64E+01
10280,7.91E+00,9.23E+00,2.64E+01,2.64E+01
10281,8.18E+00,9.30E+00,2.65E+01,2.65E+01
10282,8.40E+00,9.37E+00,2.66E+01,2.66E+01
10283,8.60E+00,9.42E+00,2.67E+01,2.67E+01
10284,8.76E+00,9.46E+00,2.69E+01,2.69E+01
10285,8.90E+00,9.46E+00,2.71E+01,2.71E+01
10286,9.01E+00,9.42E+00,2.74E+01,2.74E+01
10287,9.09E+00,9.35E+00,2.76E+01,2.76E+01
10288,9.14E+00,9.23E+00,2.78E+01,2.78E+01
10289,9.16E+00,9.07E+00,2.80E+01,2.80E+01
10290,9.14E+00,8.89E+00,2.82E+01,2.82E+01
10291,9.09E+00,8.67E+00,2.83E+01,2.83E+01
10292,9.01E+00,8.44E+00,2.84E+01,2.84E+01
10293,8.89E+00,8.20E+00,2.84E+01,2.84E+01
10294,8.75E+00,7.96E+00,2.83E+01,2.83E+01
10295,8.60E+00,7.74E+00,2.82E+01,2.82E+01
10296,8.43E+00,7.55E+00,2.81E+01,2.81E+01
10297,8.25E+00,7.39E+00,2.78E+01,2.78E+01
10298,8.08E+00,7.27E+00,2.76E+01,2.76E+01
10299,7.92E+00,7.19E+00,2.73E+01,2.73E+01
10300,7.77E+00,7.17E+00,2.70E+01,2.70E+01
10301,7.65E+00,7.19E+00,2.66E+01,2.66E+01
10302,7.56E+00,7.25E+00,2.63E+01,2.63E+01
10303,7.50E+00,7.36E+00,2.60E+01,2.60E+01
10304,7.47E+00,7.52E+00,2.57E+01,2.57E+01
10305,7.48E+00,7.71E+00,2.55E+01,2.55E+01
10306,7.52E+00,7.93E+00,2.53E+01,2.53E+01
10307,7.61E+00,8.18E+00,2.51E+01,2.51E+01
10308,7.72E+00,8.46E+00,2.50E+01,2.50E+01
10309,7.87E+00,8.75E+00,2.50E+01,2.50E+01
10310,8.05E+00,9.05E+00,2.50E+01,2.50E+01
10311,8.25E+00,9.35E+00,2.52E+01,2.52E+01
10312,8.47E+00,9.63E+00,2.54E+01,2.54E+01
10313,8.70E+00,9.88E+00,2.56E+01,2.56E+01
10314,8.94E+00,1.01E+01,2.60E+01,2.60E+01
10315,9.17E+00,1.03E+01,2.64E+01,2.64E+01
10316,9.39E+00,1.03E+01,2.69E+01,2.69E+01
10317,9.58E+00,1.03E+01,2.74E+01,2.74E+01
10318,9.73E+00,1.03E+01,2.79E+01,2.79E+01
10319,9.84E+00,1.01E+01,2.84E+01,2.84E+01
10320,9.88E+00,9.79E+00,2.89E+01,2.89E+01
10321,9.87E+00,9.42E+00,2.93E+01,2.93E+01
10322,9.78E+00,8.98E+00,2.96E+01,2.96E+01
10323,9.62E+00,8.49E+00,2.98E+01,2.98E+01
10324,9.39E+00,7.98E+00,2.98E+01,2.98E+01
10325,9.11E+00,7.49E+00,2.97E+01,2.97E+01
10326,8.79E+00,7.03E+00,2.95E+01,2.95E+01
10327,8.43E+00,6.62E+00,2.92E+01,2.92E+01
10328,8.07E+00,6.30E+00,2.87E+01,2.87E+01
10329,7.72E+00,6.06E+00,2.82E+01,2.82E+01
10330,7.38E+00,5.90E+00,2.76E+01,2.76E+01
10331,7.09E+00,5.84E+00,2.70E+01,2.70E+01
10332,6.84E+00,5.86E+00,2.64E+01,2.64E+01
10333,6.64E+00,5.96E+00,2.58E+01,2.58E+01
10334,6.51E+00,6.13E+00,2.52E+01,2.52E+01
10335,6.43E+00,6.37E+00,2.47E+01,2.47E+01
10336,6.42E+00,6.67E+00,2.42E+01,2.42E+01
10337,6.47E+00,7.03E+00,2.37E+01,2.37E+01
10338,6.58E+00,7.44E+00,2.34E+01,2.34E+01
10339,6.75E+00,7.90E+00,2.31E+01,2.31E+01
10340,6.98E+00,8.40E+00,2.30E+01,2.30E+01
10341,7.27E+00,8.94E+00,2.29E+01,2.29E+01
10342,7.60E+00,9.50E+00,2.30E+01,2.30E+01
10343,7.98E+00,1.01E+01,2.32E+01,2.32E+01
10344,8.40E+00,1.06E+01,2.36E+01,2.36E+01
10345,8.85E+00,1.12E+01,2.41E+01,2.41E+01
10346,9.31E+00,1.16E+01,2.48E+01,2.48E+01
10347,9.77E+00,1.20E+01,2.56E+01,2.56E+01
10348,1.02E+01,1.22E+01,2.66E+01,2.66E+01
10349,1.06E+01,1.23E+01,2.77E+01,2.77E+01
10350,1.09E+01,1.21E+01,2.88E+01,2.88E+01
10351,1.12E+01,1.17E+01,2.99E+01,2.99E+01
10352,1.13E+01,1.10E+01,3.09E+01,3.09E+01
10353,1.12E+01,1.01E+01,3.18E+01,3.18E+01
10354,1.10E+01,9.07E+00,3.23E+01,3.23E+01
10355,1.06E+01,7.93E+00,3.26E+01,3.26E+01
10356,1.01E+01,6.80E+00,3.26E+01,3.26E+01
10357,9.42E+00,5.74E+00,3.22E+01,3.22E+01
10358,8.68E+00,4.84E+00,3.16E+01,3.16E+01
10359,7.92E+00,4.13E+00,3.07E+01,3.07E+01
10360,7.16E+00,3.61E+00,2.97E+01,2.97E+01
10361,6.45E+00,3.29E+00,2.87E+01,2.87E+01
10362,5.82E+00,3.14E+00,2.76E+01,2.76E+01
10363,5.28E+00,3.13E+00,2.65E+01,2.65E+01
10364,4.85E+00,3.23E+00,2.54E+01,2.54E+01
10365,4.53E+00,3.42E+00,2.43E+01,2.43E+01
10366,4.31E+00,3.69E+00,2.33E+01,2.33E+01
10367,4.18E+00,4.02E+00,2.24E+01,2.24E+01
10368,4.15E+00,4.40E+00,2.16E+01,2.16E+01
10369,4.20E+00,4.85E+00,2.08E+01,2.08E+01
10370,4.33E+00,5.36E+00,2.01E+01,2.01E+01
10371,4.54E+00,5.94E+00,1.95E+01,1.95E+01
10372,4.82E+00,6.59E+00,1.90E+01,1.90E+01
10373,5.17E+00,7.33E+00,1.86E+01,1.86E+01
10374,5.60E+00,8.16E+00,1.84E+01,1.84E+01
10375,6.12E+00,9.08E+00,1.83E+01,1.83E+01
10376,6.71E+00,1.01E+01,1.84E+01,1.84E+01
10377,7.38E+00,1.12E+01,1.88E+01,1.88E+01
10378,8.14E+00,1.23E+01,1.94E+01,1.94E+01
10379,8.97E+00,1.34E+01,2.04E+01,2.04E+01
10380,9.87E+00,1.45E+01,2.17E+01,2.17E+01
10381,1.08E+01,1.55E+01,2.34E+01,2.34E+01
10382,1.17E+01,1.62E+01,2.55E+01,2.55E+01
10383,1.26E+01,1.64E+01,2.80E+01,2.80E+01
10384,1.34E+01,1.61E+01,3.06E+01,3.06E+01
10385,1.39E+01,1.51E+01,3.33E+01,3.33E+01
10386,1.42E+01,1.33E+01,3.57E+01,3.57E+01
10387,1.40E+01,1.08E+01,3.76E+01,3.76E+01
10388,1.34E+01,7.95E+00,3.86E+01,3.86E+01
10389,1.23E+01,4.96E+00,3.87E+01,3.87E+01
10390,1.08E+01,2.24E+00,3.78E+01,3.78E+01
10391,9.09E+00,7.03E-02,3.63E+01,3.63E+01
10392,7.29E+00,-1.44E+00,3.44E+01,3.44E+01
10393,5.54E+00,-2.34E+00,3.23E+01,3.23E+01
10394,3.97E+00,-2.77E+00,3.03E+01,3.03E+01
10395,2.62E+00,-2.90E+00,2.85E+01,2.85E+01
10396,1.52E+00,-2.87E+00,2.68E+01,2.68E+01
10397,6.39E-01,-2.78E+00,2.53E+01,2.53E+01
10398,-4.45E-02,-2.69E+00,2.39E+01,2.39E+01
10399,-5.73E-01,-2.64E+00,2.27E+01,2.27E+01
10400,-9.86E-01,-2.65E+00,2.15E+01,2.15E+01
10401,-1.32E+00,-2.72E+00,2.04E+01,2.04E+01
10402,-1.60E+00,-2.87E+00,1.94E+01,1.94E+01
10403,-1.85E+00,-3.09E+00,1.84E+01,1.84E+01
10404,-2.10E+00,-3.38E+00,1.76E+01,1.76E+01
10405,-2.36E+00,-3.75E+00,1.68E+01,1.68E+01
10406,-2.63E+00,-4.20E+00,1.60E+01,1.60E+01
10407,-2.95E+00,-4.75E+00,1.54E+01,1.54E+01
10408,-3.31E+00,-5.40E+00,1.49E+01,1.49E+01
10409,-3.73E+00,-6.16E+00,1.44E+01,1.44E+01
10410,-4.21E+00,-7.05E+00,1.41E+01,1.41E+01
10411,-4.78E+00,-8.07E+00,1.40E+01,1.40E+01
10412,-5.44E+00,-9.25E+00,1.40E+01,1.40E+01
10413,-6.20E+00,-1.06E+01,1.43E+01,1.43E+01
10414,-7.08E+00,-1.21E+01,1.48E+01,1.48E+01
10415,-8.08E+00,-1.37E+01,1.57E+01,1.57E+01
10416,-9.21E+00,-1.54E+01,1.71E+01,1.71E+01
10417,-1.05E+01,-1.71E+01,1.90E+01,1.90E+01
10418,-1.18E+01,-1.87E+01,2.16E+01,2.16E+01
10419,-1.32E+01,-1.98E+01,2.48E+01,2.48E+01
10420,-1.45E+01,-2.02E+01,2.87E+01,2.87E+01
10421,-1.56E+01,-1.96E+01,3.31E+01,3.31E+01
10422,-1.64E+01,-1.76E+01,3.74E+01,3.74E+01
10423,-1.67E+01,-1.42E+01,4.12E+01,4.12E+01
10424,-1.62E+01,-9.50E+00,4.38E+01,4.38E+01
10425,-1.48E+01,-4.21E+00,4.45E+01,4.45E+01
10426,-1.27E+01,7.65E-01,4.34E+01,4.34E+01
10427,-1.00E+01,4.66E+00,4.09E+01,4.09E+01
10428,-7.08E+00,7.14E+00,3.78E+01,3.78E+01
10429,-4.24E+00,8.38E+00,3.47E+01,3.47E+01
10430,-1.71E+00,8.78E+00,3.22E+01,3.22E+01
10431,3.85E-01,8.75E+00,3.01E+01,3.01E+01
10432,2.06E+00,8.56E+00,2.86E+01,2.86E+01
10433,3.36E+00,8.36E+00,2.74E+01,2.74E+01
10434,4.36E+00,8.23E+00,2.65E+01,2.65E+01
10435,5.13E+00,8.20E+00,2.58E+01,2.58E+01
10436,5.75E+00,8.26E+00,2.53E+01,2.53E+01
10437,6.25E+00,8.40E+00,2.49E+01,2.49E+01
10438,6.68E+00,8.62E+00,2.46E+01,2.46E+01
10439,7.07E+00,8.90E+00,2.45E+01,2.45E+01
10440,7.43E+00,9.22E+00,2.44E+01,2.44E+01
10441,7.79E+00,9.57E+00,2.45E+01,2.45E+01
10442,8.15E+00,9.93E+00,2.47E+01,2.47E+01
10443,8.50E+00,1.03E+01,2.50E+01,2.50E+01
10444,8.86E+00,1.06E+01,2.54E+01,2.54E+01
10445,9.20E+00,1.08E+01,2.59E+01,2.59E+01
10446,9.53E+00,1.10E+01,2.65E+01,2.65E+01
10447,9.82E+00,1.11E+01,2.72E+01,2.72E+01
10448,1.01E+01,1.10E+01,2.79E+01,2.79E+01
10449,1.03E+01,1.08E+01,2.87E+01,2.87E+01
10450,1.04E+01,1.04E+01,2.93E+01,2.93E+01
10451,1.04E+01,9.96E+00,2.99E+01,2.99E+01
10452,1.03E+01,9.36E+00,3.04E+01,3.04E+01
10453,1.01E+01,8.67E+00,3.07E+01,3.07E+01
10454,9.82E+00,7.95E+00,3.08E+01,3.08E+01
10455,9.45E+00,7.24E+00,3.07E+01,3.07E+01
10456,9.01E+00,6.57E+00,3.05E+01,3.05E+01
10457,8.52E+00,5.99E+00,3.00E+01,3.00E+01
10458,8.01E+00,5.53E+00,2.95E+01,2.95E+01
10459,7.52E+00,5.18E+00,2.88E+01,2.88E+01
10460,7.05E+00,4.97E+00,2.80E+01,2.80E+01
10461,6.63E+00,4.86E+00,2.72E+01,2.72E+01
10462,6.28E+00,4.87E+00,2.64E+01,2.64E+01
10463,6.00E+00,4.97E+00,2.56E+01,2.56E+01
10464,5.79E+00,5.16E+00,2.48E+01,2.48E+01
10465,5.67E+00,5.42E+00,2.41E+01,2.41E+01
10466,5.62E+00,5.75E+00,2.34E+01,2.34E+01
10467,5.64E+00,6.15E+00,2.28E+01,2.28E+01
10468,5.74E+00,6.61E+00,2.23E+01,2.23E+01
10469,5.92E+00,7.13E+00,2.19E+01,2.19E+01
10470,6.16E+00,7.71E+00,2.16E+01,2.16E+01
10471,6.47E+00,8.35E+00,2.14E+01,2.14E+01
10472,6.84E+00,9.04E+00,2.13E+01,2.13E+01
10473,7.28E+00,9.77E+00,2.14E+01,2.14E+01
10474,7.78E+00,1.05E+01,2.17E+01,2.17E+01
10475,8.33E+00,1.13E+01,2.22E+01,2.22E+01
10476,8.93E+00,1.21E+01,2.29E+01,2.29E+01
10477,9.55E+00,1.27E+01,2.38E+01,2.38E+01
10478,1.02E+01,1.33E+01,2.50E+01,2.50E+01
10479,1.08E+01,1.36E+01,2.63E+01,2.63E+01
10480,1.14E+01,1.37E+01,2.79E+01,2.79E+01
10481,1.18E+01,1.35E+01,2.95E+01,2.95E+01
10482,1.22E+01,1.28E+01,3.11E+01,3.11E+01
10483,1.23E+01,1.18E+01,3.26E+01,3.26E+01
10484,1.22E+01,1.05E+01,3.38E+01,3.38E+01
10485,1.19E+01,8.84E+00,3.45E+01,3.45E+01
10486,1.13E+01,7.12E+00,3.48E+01,3.48E+01
10487,1.04E+01,5.45E+00,3.45E+01,3.45E+01
10488,9.43E+00,3.98E+00,3.38E+01,3.38E+01
10489,8.34E+00,2.81E+00,3.28E+01,3.28E+01
10490,7.23E+00,1.96E+00,3.15E+01,3.15E+01
10491,6.18E+00,1.41E+00,3.01E+01,3.01E+01
10492,5.22E+00,1.13E+00,2.87E+01,2.87E+01
10493,4.41E+00,1.04E+00,2.72E+01,2.72E+01
10494,3.73E+00,1.08E+00,2.59E+01,2.59E+01
10495,3.20E+00,1.22E+00,2.46E+01,2.46E+01
10496,2.81E+00,1.41E+00,2.33E+01,2.33E+01
10497,2.53E+00,1.65E+00,2.22E+01,2.22E+01
10498,2.35E+00,1.91E+00,2.11E+01,2.11E+01
10499,2.26E+00,2.19E+00,2.00E+01,2.00E+01
10500,2.25E+00,2.51E+00,1.91E+01,1.91E+01
10501,2.30E+00,2.86E+00,1.82E+01,1.82E+01
10502,2.41E+00,3.26E+00,1.73E+01,1.73E+01
10503,2.58E+00,3.71E+00,1.66E+01,1.66E+01
10504,2.81E+00,4.22E+00,1.59E+01,1.59E+01
10505,3.09E+00,4.82E+00,1.53E+01,1.53E+01
10506,3.43E+00,5.51E+00,1.48E+01,1.48E+01
10507,3.85E+00,6.31E+00,1.43E+01,1.43E+01
10508,4.34E+00,7.23E+00,1.41E+01,1.41E+01
10509,4.92E+00,8.30E+00,1.39E+01,1.39E+01
10510,5.60E+00,9.52E+00,1.40E+01,1.40E+01
10511,6.38E+00,1.09E+01,1.43E+01,1.43E+01
10512,7.28E+00,1.24E+01,1.50E+01,1.50E+01
10513,8.31E+00,1.41E+01,1.60E+01,1.60E+01
10514,9.46E+00,1.58E+01,1.75E+01,1.75E+01
10515,1.07E+01,1.75E+01,1.95E+01,1.95E+01
10516,1.21E+01,1.89E+01,2.22E+01,2.22E+01
10517,1.34E+01,2.00E+01,2.56E+01,2.56E+01
10518,1.47E+01,2.02E+01,2.96E+01,2.96E+01
10519,1.58E+01,1.93E+01,3.40E+01,3.40E+01
10520,1.65E+01,1.70E+01,3.83E+01,3.83E+01
10521,1.66E+01,1.33E+01,4.19E+01,4.19E+01
10522,1.60E+01,8.41E+00,4.41E+01,4.41E+01
10523,1.45E+01,3.11E+00,4.44E+01,4.44E+01
10524,1.22E+01,-1.70E+00,4.29E+01,4.29E+01
10525,9.41E+00,-5.31E+00,4.02E+01,4.02E+01
10526,6.46E+00,-7.51E+00,3.71E+01,3.71E+01
10527,3.67E+00,-8.53E+00,3.41E+01,3.41E+01
10528,1.23E+00,-8.81E+00,3.17E+01,3.17E+01
10529,-7.78E-01,-8.73E+00,2.98E+01,2.98E+01
10530,-2.37E+00,-8.52E+00,2.83E+01,2.83E+01
10531,-3.60E+00,-8.34E+00,2.72E+01,2.72E+01
10532,-4.55E+00,-8.23E+00,2.64E+01,2.64E+01
10533,-5.28E+00,-8.21E+00,2.57E+01,2.57E+01
10534,-5.87E+00,-8.29E+00,2.52E+01,2.52E+01
10535,-6.35E+00,-8.45E+00,2.48E+01,2.48E+01
10536,-6.77E+00,-8.68E+00,2.46E+01,2.46E+01
10537,-7.15E+00,-8.97E+00,2.45E+01,2.45E+01
10538,-7.52E+00,-9.30E+00,2.44E+01,2.44E+01
10539,-7.87E+00,-9.65E+00,2.45E+01,2.45E+01
10540,-8.23E+00,-1.00E+01,2.47E+01,2.47E+01
10541,-8.58E+00,-1.03E+01,2.51E+01,2.51E+01
10542,-8.93E+00,-1.06E+01,2.55E+01,2.55E+01
10543,-9.27E+00,-1.09E+01,2.60E+01,2.60E+01
10544,-9.59E+00,-1.10E+01,2.67E+01,2.67E+01
10545,-9.88E+00,-1.10E+01,2.74E+01,2.74E+01
10546,-1.01E+01,-1.10E+01,2.81E+01,2.81E+01
10547,-1.03E+01,-1.07E+01,2.88E+01,2.88E+01
10548,-1.04E+01,-1.03E+01,2.95E+01,2.95E+01
10549,-1.04E+01,-9.83E+00,3.00E+01,3.00E+01
10550,-1.03E+01,-9.21E+00,3.05E+01,3.05E+01
10551,-1.00E+01,-8.52E+00,3.07E+01,3.07E+01
10552,-9.74E+00,-7.80E+00,3.08E+01,3.08E+01
10553,-9.35E+00,-7.09E+00,3.07E+01,3.07E+01
10554,-8.90E+00,-6.45E+00,3.04E+01,3.04E+01
10555,-8.41E+00,-5.90E+00,2.99E+01,2.99E+01
10556,-7.91E+00,-5.46E+00,2.93E+01,2.93E+01
10557,-7.42E+00,-5.14E+00,2.86E+01,2.86E+01
10558,-6.96E+00,-4.95E+00,2.78E+01,2.78E+01
10559,-6.56E+00,-4.87E+00,2.70E+01,2.70E+01
10560,-6.22E+00,-4.90E+00,2.62E+01,2.62E+01
10561,-5.96E+00,-5.02E+00,2.55E+01,2.55E+01
10562,-5.77E+00,-5.23E+00,2.47E+01,2.47E+01
10563,-5.66E+00,-5.50E+00,2.40E+01,2.40E+01
10564,-5.63E+00,-5.85E+00,2.33E+01,2.33E+01
10565,-5.67E+00,-6.26E+00,2.27E+01,2.27E+01
10566,-5.79E+00,-6.73E+00,2.22E+01,2.22E+01
10567,-5.98E+00,-7.26E+00,2.18E+01,2.18E+01
10568,-6.24E+00,-7.86E+00,2.15E+01,2.15E+01
10569,-6.56E+00,-8.51E+00,2.14E+01,2.14E+01
10570,-6.95E+00,-9.21E+00,2.13E+01,2.13E+01
10571,-7.40E+00,-9.95E+00,2.15E+01,2.15E+01
10572,-7.91E+00,-1.07E+01,2.18E+01,2.18E+01
10573,-8.47E+00,-1.15E+01,2.23E+01,2.23E+01
10574,-9.07E+00,-1.22E+01,2.31E+01,2.31E+01
10575,-9.70E+00,-1.29E+01,2.41E+01,2.41E+01
10576,-1.03E+01,-1.34E+01,2.53E+01,2.53E+01
10577,-1.09E+01,-1.37E+01,2.67E+01,2.67E+01
10578,-1.15E+01,-1.37E+01,2.83E+01,2.83E+01
10579,-1.19E+01,-1.33E+01,2.99E+01,2.99E+01
10580,-1.22E+01,-1.26E+01,3.15E+01,3.15E+01
10581,-1.23E+01,-1.15E+01,3.29E+01,3.29E+01
10582,-1.21E+01,-1.01E+01,3.39E+01,3.39E+01
10583,-1.17E+01,-8.45E+00,3.46E+01,3.46E+01
10584,-1.11E+01,-6.73E+00,3.47E+01,3.47E+01
10585,-1.02E+01,-5.11E+00,3.44E+01,3.44E+01
10586,-9.18E+00,-3.71E+00,3.36E+01,3.36E+01
10587,-8.09E+00,-2.62E+00,3.25E+01,3.25E+01
10588,-6.99E+00,-1.84E+00,3.11E+01,3.11E+01
10589,-5.96E+00,-1.37E+00,2.97E+01,2.97E+01
10590,-5.04E+00,-1.13E+00,2.83E+01,2.83E+01
10591,-4.26E+00,-1.08E+00,2.69E+01,2.69E+01
10592,-3.62E+00,-1.15E+00,2.56E+01,2.56E+01
10593,-3.13E+00,-1.30E+00,2.43E+01,2.43E+01
10594,-2.76E+00,-1.50E+00,2.31E+01,2.31E+01
10595,-2.51E+00,-1.75E+00,2.19E+01,2.19E+01
10596,-2.36E+00,-2.01E+00,2.09E+01,2.09E+01
10597,-2.29E+00,-2.31E+00,1.98E+01,1.98E+01
10598,-2.29E+00,-2.64E+00,1.89E+01,1.89E+01
10599,-2.36E+00,-3.00E+00,1.80E+01,1.80E+01
10600,-2.49E+00,-3.42E+00,1.72E+01,1.72E+01
10601,-2.68E+00,-3.89E+00,1.64E+01,1.64E+01
10602,-2.92E+00,-4.43E+00,1.58E+01,1.58E+01
10603,-3.22E+00,-5.05E+00,1.52E+01,1.52E+01
10604,-3.59E+00,-5.78E+00,1.47E+01,1.47E+01
10605,-4.03E+00,-6.62E+00,1.43E+01,1.43E+01
10606,-4.54E+00,-7.59E+00,1.41E+01,1.41E+01
10607,-5.15E+00,-8.70E+00,1.40E+01,1.40E+01
10608,-5.86E+00,-9.96E+00,1.42E+01,1.42E+01
10609,-6.68E+00,-1.14E+01,1.46E+01,1.46E+01
10610,-7.62E+00,-1.29E+01,1.53E+01,1.53E+01
10611,-8.69E+00,-1.46E+01,1.65E+01,1.65E+01
10612,-9.87E+00,-1.63E+01,1.82E+01,1.82E+01
10613,-1.12E+01,-1.79E+01,2.04E+01,2.04E+01
10614,-1.25E+01,-1.93E+01,2.33E+01,2.33E+01
10615,-1.39E+01,-2.01E+01,2.69E+01,2.69E+01
10616,-1.51E+01,-2.00E+01,3.10E+01,3.10E+01
10617,-1.61E+01,-1.86E+01,3.54E+01,3.54E+01
10618,-1.66E+01,-1.59E+01,3.95E+01,3.95E+01
10619,-1.65E+01,-1.17E+01,4.27E+01,4.27E+01
10620,-1.55E+01,-6.68E+00,4.43E+01,4.43E+01
10621,-1.37E+01,-1.50E+00,4.40E+01,4.40E+01
10622,-1.13E+01,2.93E+00,4.21E+01,4.21E+01
10623,-8.45E+00,6.04E+00,3.91E+01,3.91E+01
10624,-5.55E+00,7.81E+00,3.60E+01,3.60E+01
10625,-2.88E+00,8.54E+00,3.33E+01,3.33E+01
10626,-5.95E-01,8.68E+00,3.10E+01,3.10E+01
10627,1.26E+00,8.54E+00,2.92E+01,2.92E+01
10628,2.71E+00,8.34E+00,2.79E+01,2.79E+01
10629,3.84E+00,8.18E+00,2.69E+01,2.69E+01
10630,4.71E+00,8.10E+00,2.60E+01,2.60E+01
10631,5.39E+00,8.12E+00,2.54E+01,2.54E+01
10632,5.93E+00,8.24E+00,2.49E+01,2.49E+01
10633,6.39E+00,8.44E+00,2.46E+01,2.46E+01
10634,6.80E+00,8.70E+00,2.44E+01,2.44E+01
10635,7.18E+00,9.03E+00,2.42E+01,2.42E+01
10636,7.55E+00,9.39E+00,2.42E+01,2.42E+01
10637,7.92E+00,9.77E+00,2.44E+01,2.44E+01
10638,8.29E+00,1.01E+01,2.46E+01,2.46E+01
10639,8.66E+00,1.05E+01,2.50E+01,2.50E+01
10640,9.03E+00,1.08E+01,2.55E+01,2.55E+01
10641,9.39E+00,1.11E+01,2.61E+01,2.61E+01
10642,9.72E+00,1.12E+01,2.67E+01,2.67E+01
10643,1.00E+01,1.12E+01,2.75E+01,2.75E+01
10644,1.03E+01,1.11E+01,2.83E+01,2.83E+01
10645,1.04E+01,1.08E+01,2.90E+01,2.90E+01
10646,1.05E+01,1.04E+01,2.98E+01,2.98E+01
10647,1.05E+01,9.80E+00,3.03E+01,3.03E+01
10648,1.03E+01,9.12E+00,3.08E+01,3.08E+01
10649,1.01E+01,8.36E+00,3.10E+01,3.10E+01
10650,9.75E+00,7.58E+00,3.11E+01,3.11E+01
10651,9.32E+00,6.83E+00,3.09E+01,3.09E+01
10652,8.82E+00,6.16E+00,3.05E+01,3.05E+01
10653,8.29E+00,5.59E+00,3.00E+01,3.00E+01
10654,7.75E+00,5.16E+00,2.93E+01,2.93E+01
10655,7.23E+00,4.85E+00,2.85E+01,2.85E+01
10656,6.75E+00,4.68E+00,2.77E+01,2.77E+01
10657,6.34E+00,4.62E+00,2.69E+01,2.69E+01
10658,6.00E+00,4.67E+00,2.60E+01,2.60E+01
10659,5.73E+00,4.82E+00,2.52E+01,2.52E+01
10660,5.55E+00,5.04E+00,2.44E+01,2.44E+01
10661,5.45E+00,5.34E+00,2.37E+01,2.37E+01
10662,5.43E+00,5.71E+00,2.30E+01,2.30E+01
10663,5.48E+00,6.14E+00,2.24E+01,2.24E+01
10664,5.61E+00,6.63E+00,2.19E+01,2.19E+01
10665,5.82E+00,7.19E+00,2.14E+01,2.14E+01
10666,6.09E+00,7.81E+00,2.11E+01,2.11E+01
10667,6.44E+00,8.49E+00,2.10E+01,2.10E+01
10668,6.85E+00,9.23E+00,2.09E+01,2.09E+01
10669,7.32E+00,1.00E+01,2.11E+01,2.11E+01
10670,7.86E+00,1.08E+01,2.14E+01,2.14E+01
10671,8.46E+00,1.16E+01,2.20E+01,2.20E+01
10672,9.09E+00,1.24E+01,2.28E+01,2.28E+01
10673,9.76E+00,1.31E+01,2.38E+01,2.38E+01
10674,1.04E+01,1.37E+01,2.51E+01,2.51E+01
10675,1.11E+01,1.40E+01,2.66E+01,2.66E+01
10676,1.17E+01,1.40E+01,2.83E+01,2.83E+01
10677,1.21E+01,1.37E+01,3.01E+01,3.01E+01
10678,1.25E+01,1.29E+01,3.18E+01,3.18E+01
10679,1.25E+01,1.17E+01,3.33E+01,3.33E+01
10680,1.24E+01,1.01E+01,3.45E+01,3.45E+01
10681,1.19E+01,8.32E+00,3.51E+01,3.51E+01
10682,1.12E+01,6.45E+00,3.53E+01,3.53E+01
10683,1.03E+01,4.69E+00,3.48E+01,3.48E+01
10684,9.14E+00,3.20E+00,3.39E+01,3.39E+01
10685,7.95E+00,2.06E+00,3.27E+01,3.27E+01
10686,6.77E+00,1.27E+00,3.13E+01,3.13E+01
10687,5.67E+00,7.96E-01,2.98E+01,2.98E+01
10688,4.70E+00,5.77E-01,2.83E+01,2.83E+01
10689,3.87E+00,5.39E-01,2.68E+01,2.68E+01
10690,3.21E+00,6.18E-01,2.54E+01,2.54E+01
10691,2.69E+00,7.70E-01,2.41E+01,2.41E+01
10692,2.30E+00,9.63E-01,2.29E+01,2.29E+01
10693,2.04E+00,1.18E+00,2.17E+01,2.17E+01
10694,1.86E+00,1.41E+00,2.06E+01,2.06E+01
10695,1.77E+00,1.66E+00,1.96E+01,1.96E+01
10696,1.75E+00,1.93E+00,1.86E+01,1.86E+01
10697,1.79E+00,2.22E+00,1.76E+01,1.76E+01
10698,1.87E+00,2.54E+00,1.68E+01,1.68E+01
10699,2.01E+00,2.91E+00,1.60E+01,1.60E+01
10700,2.19E+00,3.34E+00,1.52E+01,1.52E+01
10701,2.42E+00,3.83E+00,1.46E+01,1.46E+01
10702,2.70E+00,4.40E+00,1.40E+01,1.40E+01
10703,3.04E+00,5.07E+00,1.35E+01,1.35E+01
10704,3.45E+00,5.85E+00,1.31E+01,1.31E+01
10705,3.93E+00,6.76E+00,1.28E+01,1.28E+01
10706,4.49E+00,7.82E+00,1.26E+01,1.26E+01
10707,5.16E+00,9.05E+00,1.27E+01,1.27E+01
10708,5.94E+00,1.05E+01,1.29E+01,1.29E+01
10709,6.84E+00,1.20E+01,1.35E+01,1.35E+01
